listing_name,categories,seniority,required_skills
Mid Backend Engineer (Python),Python,Mid,"['Python', 'Django', 'Django Rest Framework', 'English', 'AWS', 'Docker', 'Celery']"
Senior ML/NLP Engineer,Data,Senior,"['Machine Learning', 'Python', 'Data Science', 'AWS']"
SysAdmin,Admin,Mid,"['Git', 'Ansible', 'Jenkins', 'Docker', 'Kubernetes', 'Bash', 'Python', 'Go', 'Terraform', 'SaltStack']"
Technical PMO Analyst - Banking,Pm,Mid,"['Clarity PPM', 'JIRA', 'Confluence', 'MS Excel', 'PowerBI / Tableau', 'Python']"
Staff ML Engineer,Data,Senior,"['Data Science', 'Machine Learning', 'Python', 'AWS']"
IAM Engineer,Testing,Mid,"['IAM', 'English', 'IDAM', 'SQL', 'Powershell', 'Bash', 'Python', 'JavaScript', 'Active Directory', 'Windows Server']"
Security Engineer,Python,Senior,"['Powershell', 'JavaScript', 'Python', 'Ansible']"
Automotive Test Engineer  HIL/SIL/MIL,Testing,Mid,"['English', 'Python', 'C', 'C++', 'ADAS', 'Matlab', 'Simulink', 'German', 'Vector tools']"
Technical/ Engineering Lead,Devops,Senior,"['Linux', 'Bash', 'TCP', 'IP', 'Python']"
Cloud Engineer,Data,Mid,"['Cloud', 'Azure', 'AWS', 'GCP', 'Python', 'Ansible', 'CircleC']"
Data Engineer,Data,Mid,"['Software Development', 'Data modeling', 'Python', 'Databases', 'Java', 'Azure', 'Spark', 'Databricks', 'PySpark', 'AWS']"
Senior Data Engineer II,Data,Senior,"['Python', 'Pandas', 'ETL', 'NumPy', 'SQL', 'AWS', 'Docker', 'Terraform']"
QA Engineer (Python),Testing,Mid,"['Python', 'Mobile & Web testing', 'Automated Testing', 'software testing methodologies', 'STLC', 'SDLC', 'Manual Testing', 'ISTQB']"
Mid/Senior Python Developer,Python,Senior,"['Python', 'Blender', '3D modeling', 'English', 'JIRA', 'Asana', 'Clickup']"
Administrator Systemw,Admin,Mid,"['Linux', 'Docker', 'Python', 'Zabbix']"
IoT Engineer,Devops,Junior,"['Databases', 'HTML5', 'IoT', 'Linux', 'Python', 'Ruby', 'Angular 2+', 'JavaScript']"
Developer with Data Science on SCM,Data,Mid,"['Data Science', 'Python', 'SQL', 'Machine Learning', 'Cloud', 'Azure']"
Full Stack and Python Developer,Python,Mid,"['Python', 'SQL', 'REST', 'Angular', 'Azure']"
DevOps / Build Engineer,Devops,Senior,"['Python', 'Groovy', 'Jenkins', 'Ansible', 'Docker', 'Kubernetes', 'AWS']"
Inynier Danych,Data,Mid,"['Big Data', 'Kubernetes', 'Python', 'Scala', 'Airflow', 'Spark']"
Senior Software Engineer (Python),Python,Senior,"['Python', 'SQL', 'Kubernetes', 'Software Architecture', 'ReactJS', 'JavaScript']"
Data Scientist,Data,Mid,"['Python', 'Data Science', 'Pandas', 'NumPy', 'XGBoost']"
Embedded Software Tester (C),Testing,Mid,"['vTsystem', 'vTestStudio', 'winIdea', 'Tessy', 'PTC Integrity', 'Eclipse', 'C', 'Python', 'CAPL', 'Embedded']"
Full Stack Software Engineer,Python,Mid,"['Python', 'ReactJS', 'SQL', 'Docker']"
Data Scientist,Data,Senior,"['Python', 'Data', 'Data analysis', 'Statistics']"
IT Administrator / System Engineer,Admin,Junior,"['Windows', 'Python', 'Bash', 'Linux', 'Automation Tools', 'Networking', 'Cybersecurity']"
Data Analyst,Analytics,Mid,"['data analyst', 'MS SQL Server', 'Power BI', 'English', 'R programming language', 'Statistica', 'Python']"
Business Intelligence Team Leader,Data,Senior,"['Tableau', 'Power BI', 'R', 'Python']"
Senior Business System Analyst,Analytics,Senior,"['Web Services', 'REST API', 'SQL', 'UML', 'Kafka', 'BPMN', 'UX/UI', 'Python', 'JS', 'C#']"
Backend Python Developer,Python,Mid,"['Python', 'Git', 'SQL', 'SQLAlchemy or Django ORM', 'FAST API', 'NumPy and Pandas', 'Containers', 'Bash or similar', 'Continuous Integration', 'Database qeries profiling']"
Senior DevOps Engineer,Devops,Senior,"['Ansible', 'Docker', 'Python', 'Ruby', 'Linux', 'Windows', 'AWS', 'Azure']"
Senior Big Data Developer,Data,Senior,"['Big Data', 'Java', 'Scala', 'Python', 'Hadoop', 'Spark', 'Kafka', 'Snowflake']"
Python Developer,Python,Senior,"['TensorFlow', 'PyTorch', 'JavaScript', 'TypeScript', 'Node.js', 'Java', 'C++']"
Senior Data Engineer,Data,Senior,"['SQL', 'Python', 'Snowflake', 'Java']"
Commod Quant Developer,Python,Senior,"['English', 'Python', 'AWS', 'Azure', 'Google Cloud Platform']"
Cloud Automation Engineer,Testing,Mid,"['IT Infrastructure', 'Cloud Services', 'C#', 'Python', 'DevOps methodologies', 'Continuous Delivery', 'GXP', 'ISTQB']"
Senior Python Engineer,Python,Senior,"['Python', 'English', 'Django', 'Celery', 'Testing', 'Linux', 'SQL', 'Docker']"
Data Analyst (Pricing Analyst Team),Data,Mid,"['Power BI', 'SQL', 'Python']"
Machine Learning Engineer,Python,Senior,"['Teamwork', 'Python programming', 'Machine Learning', 'Databases', 'Natural Language Processing', 'Cloud platform services (preferably GCP)', 'REST API', 'Deep Learning  (PyTorch or TensorFlow)', 'Container-based system', 'Data Science in Python']"
Senior Software Engineer (Remote),Python,Senior,"['TDD', 'Python', 'DevOps', 'Cloud']"
Senior Data Scientist,Data,Senior,"['Machine Learning', 'Python', 'NLP', 'SQL', 'Azure', 'Power BI', 'R', 'Selenium', 'JavaScript']"
Junior BI Developer,Data,Junior,"['Power BI', 'Tableau', 'SQL', 'Python', 'Microsoft Azure']"
Data Engineer,Data,Mid,"['Python', 'AWS', 'SQL', 'Git', 'Apache Kafka', 'Hadoop', 'JavaScript']"
Automation Tester,Testing,Mid,"['Cucumber', 'Node.js', 'Python', 'OpenAPI', 'BOM/DOM', 'CI/CD', 'Linux', 'Cloud', 'SQL', 'NoSQL']"
Python / SQL Oracle Developer,Python,Mid,"['Python', 'SQL']"
DevOps Engineer,Devops,Senior,"['Kubernetes', 'Docker', 'Python', 'Shell', 'AWS', 'Azure', 'Google Cloud Platform', 'CI/CD', 'Terraform', 'Go']"
Data Science Lead,Data,Senior,"['SQL', 'Python', 'Analytical Thinking', 'Data Science', 'Project Management', 'Zarzdzanie zespoem', 'modelowanie statystyczne', 'R', 'AWS', 'Google Cloud']"
Data Scientist,Data,Mid,"['Teamwork', 'Data Science in Python', 'Pragmatic problem solver', 'Analytical mindset and attention to details', 'Python', 'SQL', 'Cloud platform services (preferably GCP)']"
DevSecOps Lead,Devops,Senior,"['DevOps', 'DevOps tools', 'Security', 'CI/CD', 'Microservices', 'Scripting', 'Powershell', 'Bash', 'Python', 'Docker']"
Machine Learning Engineer,Python,Mid,"['Python', 'PyTorch', 'TensorFlow', 'Machine Learning', 'Deep Learning', 'Cloud Computing', 'Computer Vision', 'Algorithms']"
DevOps Engineer,Devops,Mid,"['Puppet', 'Linux', 'Unix', 'Powershell', 'Python', 'Perl', 'Ruby']"
Big Data Analyst,Data,Mid,"['SQL', 'Python', 'AWS', 'Data Studio', 'QuickSight', 'Jenkins', 'Big Query']"
DevOps Engineer,Devops,Senior,"['Python', 'AWS', 'Terraform', 'Cognito', 'Aurora', 'Elasticsearch', 'PostgreSQL', 'Docker / Kubernetes', 'CI / CD']"
Automation Tester (Python),Testing,Mid,"['Python', 'Robot Framework', 'Git', 'TDD', 'Continuous Integration']"
Senior Software Engineer (Python),Python,Senior,"['Python', 'Redis', 'AWS', 'MySQL']"
ETL Developer / Data Engineer,Python,Senior,"['Python', 'ETL / ELT', 'Data Warehouse', 'Azure Data Factory', 'Databricks', 'Spark', 'Kafka', 'SQL', 'Synapse', 'PowerBi']"
Data Scientist Lead,Python,Senior,"['Python', 'SQL']"
Data Scientist Lead,Data,Senior,"['Python', 'SQL']"
Senior Python Developer,Python,Senior,"['Python', 'Django', 'OOP']"
Data Scientist,Data,Mid,"['SQL', 'R/Python', 'Power BI', 'AWS']"
Software Engineer (Aviation Industry),Python,Senior,"['Python', 'C++', 'Django', 'TDD', 'Redis', 'Docker', 'Continuous Integration', 'GitLab', 'Databases', 'ReactJS']"
QA Engineer with Python,Python,Mid,"['Python', 'Linux', 'TCP/IP', 'REST', 'webUI testing']"
Senior DevOps Engineer,Devops,Senior,"['Kubernetes', 'Docker', 'Python', 'Golang']"
Application Administrator - Service Desk,Admin,Mid,"['JIRA', 'Confluence', 'Slack', 'Atlassian', 'SiL', 'Python']"
Application Specialist,Devops,Mid,"['RHEL', 'Linux', 'ITIL', 'Python', 'C', 'C++']"
Senior Python Developer - Remote,Python,Senior,"['Python', 'Scrapy']"
Senior Data Engineer,Data,Senior,"['Python', 'SQL', 'Apache Airflow', 'Kubernetes', 'MS SQL Server', 'AWS', 'Git', 'Snowflake', 'Docker']"
Engineering Manager,Pm,Mid,"['Team Growth', 'Leadership', 'Agile', 'Python', 'React']"
Modszy Administrator Baz Danych Oracle,Admin,Junior,"['Oracle', 'CentOS', 'Linux', 'HA/DR', 'Bash', 'Python', 'Powershell']"
"Staff SWE, Backend (Merchant Servicing)",Python,Senior,"['Python', 'Kotlin', 'React']"
Senior Site Reliability Engineer,Devops,Senior,"['Observability tools', 'Java or Go or Python', 'Kubernetes', 'AWS or Azure']"
Python Developer,Python,Mid,"['Python', 'Docker', 'Kubernetes', 'DevOps tools']"
Solution Architect,Python,Mid,"['Python', 'SQL', 'Spark', 'Big Data']"
Senior Full-stack Engineer with Python,Python,Senior,"['Machine Learning', 'React', 'Vue.js', 'Python', 'English']"
Senior Machine Learning Engineer,Python,Senior,"['Python', 'PyTorch', 'TensorFlow', 'Machine Learning', 'Algorithms', 'Deep Learning', 'Cloud Computing', 'Computer Vision']"
Backend Python Developer,Python,Mid,['Python']
Frontend Python Developer,Python,Mid,['Python']
Software Test Engineer,Python,Mid,"['Python', 'JavaScript', 'Selenium', 'Cucumber', 'TestCaf', 'Mocha', 'Chai', 'CI/CD', 'HTML', 'CSS']"
Senior Automation QA Engineer,Testing,Senior,"['Java', 'Python', 'Appium']"
Senior Python Developer,Python,Senior,"['Python', 'SQL', 'AWS', 'Cloud', 'Kubernetes', 'Docker', 'Sagemaker']"
Senior Data Engineer,Data,Senior,"['SQL', 'DBT', 'Python', 'Terraform', 'Looker', 'GCP']"
Mid QA Engineer,Testing,Mid,"['Python', 'pytest', 'Unix']"
Senior Python (Django) Engineer,Python,Senior,"['Python', 'Django', 'PostgreSQL', 'Grafana', 'Azure']"
Senior Python Test Egineer,Testing,Senior,"['Python', 'Selenium', 'Robot Framework', 'OpenStack', 'Docker', 'Kubernetes']"
Linux Developer,Admin,Mid,"['GNU', 'Linux', 'Python', 'Git', 'DevOps', 'ARM', 'C']"
Senior Full-stack Developer,Python,Senior,"['Python', 'JavaScript', 'React', 'SQL', 'English']"
SR Data Engineer,Data,Senior,"['SQL', 'Python', 'AWS']"
Remote Senior Python Developer,Python,Senior,"['Python', 'Django', 'Linux', 'Cloud Computing', 'CI/CD', 'Docker']"
Senior Data Engineer,Data,Senior,"['Python', 'MongoDB', 'AWS', 'Backend', 'Elasticsearch', 'Redshift', 'RabbitMQ', 'Docker']"
Azure DevOps Engineer,Devops,Senior,"['Azure', 'Azure DevOps', 'Terraform', 'Ansible', 'Docker', 'Kubernetes', 'Python/Powershell/Bash', 'SonarQube']"
Junior DevOps Engineer (Wrocaw/okolice),Devops,Junior,"['Bash', 'Linux', 'Python', 'Continuous Integration', 'Continuous Delivery']"
Python Engineer (Mid or Senior),Python,Senior,"['Python', 'English', 'SQL', 'AWS', 'REST API']"
Python Developer,Python,Mid,"['Python', 'Git', 'English']"
Senior Big Data Engineer / Team Leader,Data,Senior,"['Big Data', 'Cloud', 'Scala', 'Spark', 'Python', 'Airflow', 'JVM', 'Docker', 'Kubernetes', 'Kafka']"
Data Engineer,Data,Mid,"['Python', 'Grafana', 'MongoDB', 'SQL Server', 'PostgreSQL']"
Senior Python Developer,Python,Senior,"['Python', 'Databases', 'Cloud Development', 'English', 'Docker', 'Analytical Thinking']"
VoiceBot Dialogue Developer,Other,Junior,"['Python', 'Java', 'SQL']"
Python Developer,Python,Mid,"['Django', 'Python', 'DRF', 'PostgreSQL', 'Celery', 'Docker', 'Kubernetes']"
Regular / Senior Data Scientist,Data,Mid,"['Python', 'Machine Learning', 'Statistics', 'NumFOCUS stack', 'Spark', 'Scala', 'R']"
Senior Python Developer,Python,Senior,"['Python', 'Django', 'Flask', 'fastapi', 'asyncio']"
QA Engineer,Python,Senior,"['Mobile App Testing', 'Python', 'Atlassian', 'TestRail', 'Agile', 'Appium', 'ISTQB']"
DevOps Engineer,Devops,Mid,"['DevOps tools', 'Kubernetes', 'Google Cloud Platform', 'Python', 'Go']"
Mid Azure Data Engineer,Data,Mid,"['Azure Data Lake', 'Azure Synapse Analytics', 'Azure Data Factory', 'Spark / pySpark / Python', 'SQL', 'Azure Databricks', 'Azure Stream Analytics', 'Azure Event hub', 'Git/SVN', 'Data Streaming and Kafka']"
Data Engineer with Azure,Devops,Senior,"['Azure', 'Python', 'Spark', 'Scala', 'CI/CD', 'SQL']"
Inynier Systemowy,Admin,Mid,"['GNU / Linux', 'PostgreSQL', 'Docker', 'TCP/IP', 'SQL', 'Bash', 'Python']"
Data Transformation Consultant,Data,Mid,"['SQL', 'Python', 'PySpark', 'Apache Spark', 'Databricks', 'Palantir Foundry', 'JIRA', 'Confluence', 'Git', 'Docker']"
DevOps Engineer,Devops,Senior,"['S-SDLC', 'CI/CD', 'Jenkins', 'Snyk', 'SonarQube', 'Kubernetes', 'Argo', 'Python']"
Advanced Analytics Consultant,Analytics,Senior,"['Analytics', 'Python', 'R', 'SQL', 'SAS', 'Data', 'Databricks', 'AWS', 'Azure', 'GCP']"
DevOps Tech Lead,Devops,Senior,"['SaaS', 'kubernates', 'Cloud', 'Team Management', 'K85', 'CI/CD', 'Python']"
Python Developer,Python,Mid,"['Python', 'Django', 'Git', 'JIRA', 'SQL', 'NoSQL']"
Lead Data Eng for ML Advanced Analytics,Data,Senior,"['Python', 'AWS stack', 'SQL', 'Apache Nifi']"
Data Visualization Consultant all levels,Data,Mid,"['Data', 'Power BI', 'SQL', 'QlikSense', 'Tableau', 'RPA', 'SAP', 'Scala', 'Java', 'Python']"
Python Developer (exp. medical devices),Python,Senior,"['Python or JavaScript', 'Django or Next.js', 'medical device industry', 'C or similar', 'React', 'D3.js', 'UX & UI']"
Tester/ka Manualny/a,Testing,Mid,"['SQL', 'Redmine', 'JIRA', 'Postman', 'SoapUI', 'Python', 'Java', 'Selenium']"
Embedded QA Engineer with Python,Python,Mid,"['Python', 'Embedded', 'Test Automation', 'pytest']"
Python Developer z Chemi / Biologi,Python,Mid,"['Polish', 'English', 'Python', 'Django', 'Chemistry', 'Biology', 'Flask', 'React', 'Angular', 'Docker']"
Senior Linux Administrator,Admin,Senior,"['Linux', 'Bash', 'Python', 'Cloud']"
DevOps Engineer - Internal Project,Devops,Mid,"['Cloud', 'CI/CD', 'Virtualization', 'Git', 'Linux', 'Kubernetes', 'Bash', 'Python', 'Docker']"
Data & BI Developer,Data,Senior,"['T-SQL', 'Microsoft Power BI', 'ETL', 'Azure', 'Python', 'DAX', 'Azure Analysis Services', 'Azure Databricks', 'Synapse Analytics', 'Data Factory']"
Data Scientist,Data,Mid,"['Python', 'R', 'SQL', 'Deep Learning', 'Machine Learning']"
Senior Python Developer,Python,Senior,"['Python', 'Docker', 'Kubernetes']"
Machine Learning Engineer,Python,Mid,"['PyTorch', 'Python', 'Deep Learning', 'Git', 'Docker', 'Linux', 'Machine Learning', 'Kubernetes', 'Computer Vision', 'OpenCV']"
Senior Python Developer,Python,Senior,"['Python', 'PostgreSQL', 'English', 'fastapi', 'Java', 'JavaScript', 'Go']"
Senior Python Developer,Python,Senior,"['Python', 'Software Design', 'English', 'AWS']"
Client Solutions Engineer,Python,Mid,"['Software Design', 'English', 'Python', 'AWS']"
Graduate QA Engineer,Testing,Junior,"['Linux', 'Python', 'Test Automation', 'Java', 'Analytics', 'Testing', 'Networking', 'Bash']"
Python Tech Lead,Python,Senior,"['Python', 'Amazon AWS', 'CI/CD', 'Agile', 'GraphQL', 'DDD']"
Python Developer,Python,Mid,"['Python 3.x', 'PostgreSQL', 'SQLAlchemy', 'Flask', 'GraphQL', 'Event sourcing']"
Freelance QA Automation Engineer,Testing,Senior,"['English', 'Python', 'Test Automation', 'Appium or pytest']"
System Administrator,Admin,Mid,"['Linux', 'Python', 'Shell', 'English', 'AWS', 'Docker', 'Jenkins', 'NGINX', 'Azure', 'Salt']"
Remote Senior Data Engineer,Python,Senior,"['Python', 'ETL', 'ETL tools', 'Databases', 'ML', 'Data', 'NoSQL', 'Cloud']"
Python Developer (Remote),Python,Mid,"['English', 'Polish', 'Python', 'SQL', 'Django', 'Docker', 'Flask', 'Google Cloud', 'OpenCV', 'Pandas']"
Praktyki Automation Developer,Support,Junior,"['Java', 'Python', 'JavaScript']"
Mid Python Developer,Python,Mid,"['Git', 'GitFLow', 'Django', 'Django Rest Framework', 'Docker', 'Flask', 'Kubernetes', 'GraphQL', 'Blockchain']"
"Junior Data Engineer (Communication, Media & Technology)",Data,Junior,"['Azure', 'AWS', 'GCP', 'SQL', 'Python']"
DevOps (Data Analytics),Devops,Senior,"['Python', 'Elasticsearch']"
"Senior Engineering Manager, Merchant Ser",Python,Senior,"['Python', 'JIRA', 'Kotlin', 'GitHub', 'Kibana']"
Software Engineer (Merchant Servicing),Python,Mid,"['Python', 'Kotlin', 'React']"
Application Security Engineer,Security,Mid,"['AppSec', 'WebSec', 'NetSec', 'Go', 'Python', 'Ruby']"
Lead Data Engineer,Data,Senior,"['ETL', 'ELT', 'SQL', 'Python']"
Senior Research Scientist,Data,Senior,"['Python', 'Deep Learning', 'Machine Learning', 'NLP']"
Automation Engineer,Testing,Mid,"['VBS', 'Powershell', 'C#', '.NET Core', 'PostgreSQL', 'Python', 'Azure']"
Data Scientist,Data,Mid,"['SQL', 'Python', 'Business Analysis']"
CyberSecurity Engineer,Python,Mid,"['Python', 'JavaScript', 'PostgreSQL']"
Information Security Analyst (CSIRT),Security,Senior,"['Python', 'Bash', 'Perl', 'Powershell', 'SIEM', 'GIAC', 'OSCP']"
DevOps Engineer,Devops,Mid,"['JavaScript', 'Python', 'Dart']"
Quality Assurance Engineer,Python,Mid,['Python']
Senior Devops (Service Infrastructure),Devops,Senior,"['AWS', 'Kubernetes', 'Python']"
Devops Engineer (Service Infrastructure),Devops,Mid,"['AWS', 'Kubernetes', 'Python']"
DevOps Engineer,Devops,Mid,"['Kubernetes', 'Python', 'Docker', 'Google Cloud Platform', 'Linux']"
Architecture Engineer & Team Leader,Architecture,Senior,"['Embedded Systems', 'C++', 'CMake', 'Unit Testing', 'Python', 'Bash']"
Lead Analyst - Power BI,Analytics,Mid,"['Power BI', 'Python']"
Senior Data Scientist,Data,Senior,"['Python', 'PySpark', 'Pandas', 'Jupyter', 'NumPy', 'SQL']"
ML Developer Researcher,Python,Mid,"['Python', 'poetry', 'MLflow', 'DVC', 'GitLab', 'Docker', 'MLOps', 'mypy']"
Lead ML Developer Researcher,Python,Senior,"['Python', 'poetry', 'MLflow', 'DVC', 'GitLab', 'Docker', 'MLOps', 'mypy']"
SRE Engineer(RnD),Devops,Senior,"['Ruby', 'Python', 'Java', 'Datadog', 'ELK', 'PMM', 'Ansible', 'SaltStack', 'Kubernetes', 'CI/CD']"
Senior Web Scraper,Python,Senior,"['WebScraping', 'Python', 'PHP', 'Java', 'JavaScript', 'XPath', 'JSON']"
Senior Python Engineer,Python,Senior,"['Python', 'Docker', 'Kubernetes', 'Unix', 'Cloud', 'DevOps tools', 'Networking', 'SDK']"
Senior Network Engineer in Security,Security,Senior,"['Networks', 'Network Security', 'Firewall', 'routers', 'Linux', 'Python', 'Bash']"
Cloud DevOps Engineer,Devops,Mid,"['CI/CD', 'Terraform', 'IAM', 'Bash', 'Python', 'Powershell', 'Azure ARM', 'Ansible', 'Puppet']"
Python/Fullstack Developer,Python,Mid,"['Python', 'English', 'MySQL / PostgreSQL', 'Linux / Unix', 'Amazon AWS', 'NGINX', 'Angular']"
DevOps Engineer,Devops,Senior,"['Python', 'Cloud', 'Kubernetes']"
DevOps Engineer,Devops,Senior,"['Docker', 'Kubernetes', 'Python', 'Cloud']"
Mid Data Scientist,Python,Mid,"['Polish', 'Python', 'English', 'Docker', 'Git', 'User Stories', 'Data Visualization', 'Microservices', 'AWS', 'PyTorch']"
Staff Network Engineer,Support,Senior,"['Networking', 'TCP', 'WAN & LAN', 'English', 'Juniper', 'Palo Alto', 'Python', 'Ansible', 'Meraki', 'F5']"
Automation Test Engineer,Testing,Mid,"['Python', 'REST', 'pytest', 'CI/CD', 'AWS', 'Ansible', 'Terraform', 'Jenkins', 'Docker', 'Kubernetes']"
Cloud Developer,Devops,Mid,"['Python', 'Docker', 'TypeScript', 'Kubernetes', 'Azure', 'JavaScript', 'HTML', 'CSS', 'MySQL']"
Data Engineer,Python,Mid,"['Python', 'SQL', 'Machine Learning', 'Azure', 'NoSQL']"
Senior Application Support Engineer,Devops,Senior,"['AWS', 'CI/CD tools', 'Linux', 'Ansible', 'Python', 'Pulumi', 'Terraform', 'TypeScript']"
Senior Automation Tester,Testing,Senior,"['SQL', 'Data Warehousing', 'Python/Powershell/Bash', 'Robot Framework']"
Python Developer,Python,Mid,"['Python', 'Django', 'Flask', 'fastapi']"
Data Engineer,Data,Mid,"['MS SQL Server', 'ETL tools', 'Python', 'Azure Factory', 'Data Lake']"
QA Automation Engineer with Python,Testing,Senior,"['English', 'Python', 'Test Automation', 'Appium or pytest']"
QA Manager for SD-WAN project,Testing,Mid,"['Python', 'QA']"
Network Operations Center Specialist,Support,Mid,"['Linux', 'English', 'Team Player', 'Communication Skills', 'Problem Solving', 'SQL', 'Python', 'MySQL', 'TCP', 'ITIL']"
Senior Software Engineer (Multicloud),Devops,Senior,"['Kubernetes', 'Python', 'Golang', 'AWS', 'Google Cloud', 'Azure']"
Senior Security Engineer,Security,Senior,"['Cloud Platform', 'Security', 'analisys', 'Git', 'Powershell', 'Bash', 'Python', 'Java', '.Net', 'JavaScript']"
Data Engineer | Cloud&Engineering,Data,Mid,"['Microsoft Azure Cloud', 'SQL', 'C', 'Scala/ Python', 'OLTP/OLAP', 'Big Data', 'English']"
Software Developer,Python,Junior,"['JS', 'Linux', 'GitHub', 'Python']"
DevOps Engineer,Devops,Mid,"['Golang', 'Python', 'AWS', 'CI/CD', 'IaC', 'Terraform', 'Docker', 'Datadog', 'Kubernetes', 'Shell Scripting']"
Python Developer,Python,Mid,"['Python 3.9', 'multiprocessing', 'PostgreSQL', 'Git', 'JavaScript (jQuery)', 'Django / FastAPI / Flask', 'genicam']"
Python Developer,Python,Mid,"['Python', 'Django', 'SQL', 'NoSQL', 'Git', 'Celery', 'RabbitMQ', 'JIRA', 'Agile']"
Test Automation Engineer,Testing,Mid,"['Java / JS / Python / C#', 'test frameworks']"
Software Development Engineer III  Data (Forecast),Data,Senior,"['Big Data', 'Hadoop', 'Databases', 'Design Patterns', 'Spark', 'PySpark', 'Python', 'Pandas']"
Python Developer,Python,Mid,"['Python', 'Django', 'unit tests', 'Git', 'Docker', 'HTML', 'CSS', 'JS', 'Youtrack/JIRA']"
Python FullStack Developer,Python,Senior,"['Python', 'Django', 'ReactJS', 'REST API', 'CI/CD', 'PostgreSQL']"
PostgreSQL Developer,Data,Mid,"['SQL', 'PostgreSQL', 'ETL', 'Python', 'Big Data', 'Power BI']"
QA Tech Lead,Testing,Senior,"['Test planning', 'Test Automation', 'Python', 'JavaScript', 'software testing']"
Principal Engineer,Python,Senior,"['Python', 'Django', 'Django Rest Framework', 'English', 'AWS', 'Project Management', 'process management', 'Polish', 'Coaching skills', 'Quality Control']"
Remote Python Developer,Python,Mid,"['Python', 'English', 'HTTP protocol']"
Administrator Systemw IT,Python,Mid,"['C', 'C++', 'Python']"
Embedded System Tester (m/f),Python,Junior,"['Linux', 'C', 'Python', 'ARM Cortex', 'EMC', 'PSpice / LTSpice']"
SysOps Engineer,Devops,Mid,"['Kubernetes', 'IAS', 'CI/CD', 'Ansible', 'POSIX shell', 'Python', 'Go', 'Azure', 'AWS', 'GCP']"
Senior Python Engineer,Python,Senior,"['Python', 'PostreSQL', 'AWS', 'Docker']"
Observability Platform Engineer,Other,Mid,"['InfluxDB', 'Python', 'Linux', 'ELK Stack']"
Cloud DevOps Engineer,Devops,Senior,"['Python', 'SQL', 'Git', 'AWS']"
Senior Python Developer/Fullstack Dev,Python,Senior,"['Python', 'Git', 'English']"
Data Engineer (f/m),Data,Mid,"['Python', 'SQL', 'Bazy Danych', 'R']"
Data Scientist,Data,Mid,"['SQL', 'Python', 'SAS 4GL', 'j.angielski']"
Sr. Backend developer / Lead Architect,Python,Senior,"['Python', 'Django', 'Azure DevOps', 'Informatica Powercenter', 'React']"
Software Test Engineer (Tests Automation) (m/f),Python,Junior,"['Linux', 'Python', 'Bash', 'Git', 'SVN']"
